ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Alisador philips hp8321/00 placa turmalina 100mm temperatura 210?c 240v;278000;1;0;;;;;EDPCPHP832100-RT;;PHILIPS;8710103751762;;;6,70;6,70;6,70;0,451748;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPHP832100-RT.jpg;;;Marca:PHILIPS&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&Ancho:6.7  CM&Alto:8.7  CM&Largo:31  CM&Peso:1  GR;;;
;Auricular aiwa aw-4turbo-ch/bt/hi fi/mic/bat de 13hs/champagne;379000;1;0;;;;;ELAW4TURBOCH-RT;;AIWA;7453041029661;;;4,20;4,20;4,20;0,535000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBOCH-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.2  CM&Alto:21.7  CM&Largo:19.5  CM&Peso:535  GR;;;
;Anafe realce cooktop atalanta 5h negro triple llama;840000;1;0;;;;;COREATVITRO26752-BK;;REALCE;7899639799910;;;69,50;69,50;69,50;13,904344;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDREAC26752.jpg;;;Marca:REALCE&Producto:ANAFE DE EMPOTRAR&Segmento:COCCION&Vendedor:Sara Comercial&Ancho:69.5  CM&Alto:16.5  CM&Largo:48.5  CM&Peso:10500  GR;;;
;Auricular aiwa aw-4turbo-r/o/bt/hi fi/mic/bat de 13hs/rosado;379000;1;0;;;;;ELAW4TURBORO-RT;;AIWA;;;;4,30;4,30;4,30;0,535000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBORO-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.3  CM&Alto:21.7  CM&Largo:19.5  CM&Peso:535  GR;;;
;Auricular aiwa aw-4turbo-bk/bt/hi fi/mic/bat de 13hs/negro;379000;1;0;;;;;ELAW4TURBOBK-RT;;AIWA;;;;1,70;1,70;1,70;0,535000;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW4TURBOBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:1.7  CM&Alto:22  CM&Largo:7.6  CM&Peso:535  GR;;;
;Auricular aiwa aw-810bt-w bt/intrauditivos/mic/play 4hs/blanco;166000;1;0;;;;;ELAW810BTW-RT;;AIWA;;;;3,50;3,50;3,50;0,153125;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW810BTW-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3.5  CM&Alto:17.5  CM&Largo:10  CM&Peso:0  GR;;;
;Auricular aiwa aw-810bt-bk bt/intrauditivos/mic/play 4hs/negro;166000;1;0;;;;;ELAW810BTBK-RT;;AIWA;7450078489352;;;3,50;3,50;3,50;0,153125;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW810BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3.5  CM&Alto:17.5  CM&Largo:10  CM&Peso:118  GR;;;
;Auricular aiwa aw-8ncbt-bk bt/mic/reduccion ruido y eco/li-on;501000;1;0;;;;;ELAW8NCBTBK-RT;;AIWA;7450078489086;;;5,50;5,50;5,50;0,600875;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW8NCBTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5.5  CM&Alto:23  CM&Largo:19  CM&Peso:1  GR;;;
;Auricular aiwa aw-902-bk sport in/ear bt c/mic play 8hs negro;217000;1;0;;;;;ELAW902BK-RT;;AIWA;7450078489338;;;10,00;10,00;10,00;0,215000;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW902BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:10  CM&Alto:20  CM&Largo:4.3  CM&Peso:1  GR;;;
;Auricular aiwa aw-902-r sport in/ear bt c/mic play 8hs rojo;217000;1;0;;;;;ELAW902R-RT;;AIWA;7450078489321;;;4,50;4,50;4,50;0,214000;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW902R-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.5  CM&Alto:8  CM&Largo:10  CM&Peso:214  GR;;;
;Auricular aiwa aw-x107r/acustica cerrada/graves potentes/mic/rojo;114000;1;0;;;;;ELAWX107R-RT;;AIWA;;;;4,70;4,70;4,70;0,415668;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWX107R-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.7  CM&Alto:20.1  CM&Largo:17.6  CM&Peso:210  GR;;;
;Auricular aiwa aw-twsd3ubk in ear bt inal negro;227000;1;0;;;;;ELAWTWSD3U-BK;;AIWA;7453041023928;;;9,50;9,50;9,50;0,149150;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWTWSD3U-BK.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:9.5  CM&Alto:4  CM&Largo:15.7  CM&Peso:.05  GR;;;
;Auricular aiwa aw-a61bt-bk bt inalambrico mic negro;233000;1;0;;;;;ELAWA61BTBK-RT;;AIWA;7450078489406;;;8,00;8,00;8,00;0,795500;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWA61BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:8  CM&Alto:21.5  CM&Largo:18.5  CM&Peso:555  GR;;;
;Auricular aiwa aw-980-bk sport in/ear bt c/mic play 6hs negro;214000;1;0;;;;;ELAW980BK-RT;;AIWA;7450078489314;;;4,00;4,00;4,00;0,310000;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW980BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4  CM&Alto:20  CM&Largo:15.5  CM&Peso:268  GR;;;
;Auricular aiwa aw-twsd1w inear bt inalam blancos;197000;1;0;;;;;ELAW-TWSD1-W-RT;;AIWA;7453041022129;;;2,50;2,50;2,50;0,098438;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW-TWSD1-W-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:2.5  CM&Alto:15  CM&Largo:10.5  CM&Peso:GR;;;
;Auricular aiwa aw-a36bt-bk bt inalambricos negros (ch) alcance inalambrico: 10m;303000;1;0;;;;;ELAWA36BTBK-RT;;AIWA;7450078489383;;;5,50;5,50;5,50;0,694719;5;;;;;;;;SI;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWA36BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5.5  CM&Alto:23.5  CM&Largo:21.5  CM&Peso:175  GR;;;
;Auricular aiwa bt f1-r rojo;63000;1;0;;;;;ELAWF1R;;AIWA;7453041022105;;;50,00;50,00;50,00;31,250000;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWF1R.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:50  CM&Alto:50  CM&Largo:50  CM&Peso:GR;;;
;Auricular aiwa aw-a61bt-b bt inalambrico mic azul;233000;1;0;;;;;ELAWA61BTB-RT;;AIWA;7450078489413;;;8,00;8,00;8,00;0,795500;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWA61BTB-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:8  CM&Alto:21.5  CM&Largo:18.5  CM&Peso:555  GR;;;
;Auricular aiwa bt f1-bk negro (ch);63000;1;0;;;;;ELAWF1BK;;AIWA;7453041022006;;;50,00;50,00;50,00;31,250000;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWF1BK.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:50  CM&Alto:50  CM&Largo:50  CM&Peso:GR;;;
;Auricular aiwa hp-x107r/acustica cerrada/graves potentes/mic/rojo;116000;1;0;;;;;ELAWHPX107R-RT;;AIWA;7798180585167;;;4,50;4,50;4,50;0,393750;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWHPX107R-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.5  CM&Alto:20  CM&Largo:17.5  CM&Peso:27  GR;;;
;Auricular philips shb4000wt/bt/control de llamadas/bat de 9hs/blanco;203000;1;0;;;;;ELPHB4000WT;;PHILIPS;6923410719208;;;6,50;6,50;6,50;0,712969;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHB4000WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:6.5  CM&Alto:22.5  CM&Largo:19.5  CM&Peso:0  GR;;;
;Auriculares aiwa aw-k9nc-bk bt noise cancelling negro(ch);349000;1;0;;;;;ELAWK9NCBK-RT;;AIWA;7453041021979;;;9,50;9,50;9,50;1,046781;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWK9NCBK-RT.JPG;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:9.5  CM&Alto:21.5  CM&Largo:20.5  CM&Peso:190  GR;;;
;Batidora manual b+d mx1500w-cl 5v+tub mango confort c/acc 175w220v;166000;1;0;;;;;EDBBMMX1500WCL-RT;;BLACK & DECKER;050875819283;;;9,50;9,50;9,50;1,880000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBBMMX1500WCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:BATIDORAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:9.5  CM&Alto:18.5  CM&Largo:20.5  CM&Peso:1880  GR;;;
;Auriculares aiwa aw-twsa5-bk bt inalam. in ear negros (ch);384000;1;0;;;;;ELAW-TWSA5BK-RT;;AIWA;;;;4,50;4,50;4,50;0,181125;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW-TWSA5BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:4.5  CM&Alto:14  CM&Largo:11.5  CM&Peso:GR;;;
;Auriculares aiwa bt aw-ap6bt-bk deportivo negro (ch);197000;1;0;;;;;ELAW-AP6BTBK-RT;;AIWA;7450078489703;;;3,50;3,50;3,50;0,166250;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW-AP6BTBK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:3.5  CM&Alto:19  CM&Largo:10  CM&Peso:150  GR;;;
;Auricular philips shb7250wt/bt/nfc/conexion/multiple/bat 11hs/blanco;387000;1;0;;;;;ELPHB7250WT;;PHILIPS;8981950701341;;;9,00;9,00;9,00;0,886500;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHB7250WT.jpg;;;Marca:PHILIPS&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:9  CM&Alto:20  CM&Largo:19.7  CM&Peso:0  GR;;;
;Batidora manual philips hr3705/00 5 vel+tur 2 acc blanco 300w 220v;369000;1;0;;;;;EDPBMHR370500-RT;;PHILIPS;8710103855804;;;10,50;10,50;10,50;1,074938;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPBMHR370500-RT.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:10.5  CM&Alto:19.5  CM&Largo:21  CM&Peso:1  GR;;;
;Auriculares aiwa elawk11bk-rt bluetooth negros (ch);212000;1;0;;;;;ELAWK11BK-RT;;AIWA;7453041021917;;;5,30;5,30;5,30;0,568425;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWK11BK-RT.jpg;;;Marca:AIWA&Producto:HEADPHONES&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial&Ancho:5.3  CM&Alto:22  CM&Largo:19.5  CM&Peso:153  GR;;;
;Batidora philips walita ri7000/90 3v c/bol c/acc 250w220v;318000;1;0;;;;;EDPBRI700090;;PHILIPS;8710103911708;;;23,00;23,00;23,00;3,595188;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPBRI700090.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:23  CM&Alto:20.5  CM&Largo:30.5  CM&Peso:1  GR;;;
;Cable carga usb aiwa aw-p17151-r tipo c rojo a/m;55000;1;0;;;;;ELAWP17151R-RT;;AIWA;;;;2,00;2,00;2,00;0,075000;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP17151R-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:75  GR;;;
;Batidora planetaria de pie aiwa aw-ld5400  inox;835000;1;0;;;;;EDAWLD5400;;AIWA;7453041022266;;;26,00;26,00;26,00;10,013250;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDAWLD5400.jpg;;;Marca:AIWA&Producto:BATIDORAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:26  CM&Alto:39.5  CM&Largo:39  CM&Peso:6180  GR;;;
;Cable carga usb aiwa aw-p19030-s iphone/ipad/ipod plateado;86000;1;0;;;;;ELAWP19030S-RT;;AIWA;7450078489444;;;2,00;2,00;2,00;0,075000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP19030S-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:68  GR;;;
;Cable carga usb aiwa aw-p19030-g iphone/ipad/ipod oro;96000;1;0;;;;;ELAWP19030G-RT;;AIWA;7450078489451;;;2,00;2,00;2,00;0,075000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP19030G-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:68  GR;;;
;Cable carga usb aiwa aw-p19030-p iphone/ipad/ipod rosa;86000;1;0;;;;;ELAWP19030P-RT;;AIWA;;;;2,00;2,00;2,00;0,075000;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP19030P-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:68  GR;;;
;Cable carga usb aiwa aw-p17221-bk tipo c negro 1.5 mts;55000;1;0;;;;;ELAWP17221BK-RT;;AIWA;7450078489475;;;2,00;2,00;2,00;0,075000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP17221BK-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:70  GR;;;
;Cafetera aiwa aw-cd1162 de filtro c/jarra termica 220/240v 50/60hz;318000;1;0;;;;;EDAWCAW-CD1162-RT;;AIWA;7453041022181;;;26,70;26,70;26,70;4,438875;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDAWCAW-CD1162-RT.jpg;;;Marca:AIWA&Producto:CAFETERAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:26.7  CM&Alto:35  CM&Largo:19  CM&Peso:1  GR;;;
;Cable carga usb aiwa aw-p18070-w iphone/ipad/ipod pvc blanco;85000;1;0;;;;;ELAWP18070W-RT;;AIWA;7450078489420;;;2,00;2,00;2,00;0,075000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWP18070W-RT.jpg;;;Marca:AIWA&Producto:CABLES CARGADORES&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:2  CM&Alto:20  CM&Largo:7.5  CM&Peso:67  GR;;;
;Cafetera aiwa aw-cd9108 de filtro digital 220/240v 50/60hz;268000;1;0;;;;;EDAWCAW-CD9108-RT;;AIWA;7453041022198;;;24,00;24,00;24,00;6,084000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDAWCAW-CD9108-RT.jpg;;;Marca:AIWA&Producto:CAFETERAS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:24  CM&Alto:39  CM&Largo:26  CM&Peso:2300  GR;;;
;Cocina realce apolo 4h s/tapa blanco;425000;1;0;;;;;COREAP26754-W;;REALCE;7899639799934;;;50,00;50,00;50,00;15,400000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/COREAP26754-W.jpg;;;Marca:REALCE&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial&Ancho:50  CM&Alto:22  CM&Largo:56  CM&Peso:0  GR;;;
;Cocina realce ares 4h blanco;830000;1;0;;;;;COREAAR26787-W;;REALCE;;;;56,00;56,00;56,00;56,700000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDREAC26787.jpg;;;Marca:REALCE&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial&Ancho:56  CM&Alto:81  CM&Largo:50  CM&Peso:20000  GR;;;
;Cocina realce apolo 4h s/tapa negro;425000;1;0;;;;;COREAP26755-BK;;REALCE;7899639799767;;;50,00;50,00;50,00;14,700000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDREAC26755.jpg;;;Marca:REALCE&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial&Ancho:50  CM&Alto:21  CM&Largo:56  CM&Peso:0  GR;;;
;Cocina realce ares 4h negro;830000;1;0;;;;;COREAAR26788-BK;;REALCE;7899639799446;;;50,00;50,00;50,00;57,400000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDREAC26788.jpg;;;Marca:REALCE&Producto:COCINAS A GAS&Segmento:COCCION&Vendedor:Sara Comercial&Ancho:50  CM&Alto:82  CM&Largo:56  CM&Peso:0  GR;;;
;Centro de lavado mabe elect. 18kgs blanco;7341000;1;0;;;;;EDMMCL2040EEBBY0;;MABE;757638361361;;;82,00;82,00;82,00;295,558750;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDMMCL2040EEBBY0.jpg;;;Marca:MABE&Producto:CUIDADO DE LA ROPA&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial&Ancho:82  CM&Alto:197.5  CM&Largo:73  CM&Peso:1  GR;;;
